 ****************** Start US v. 1.9 at 07-Dec-12 12:15:18 ******************
 
 output,0,0,0,0,0,0
 energy   5.300 GeV   current 250.0 mA
 sigx     1.070  mm   sigy    0.081 mm   sigx1  0.1433 mr   sigy1  0.0135 mr
 period   2.440  cm   N          40      Kx      0.000      Ky      2.350
 emin     500.0  eV   emax 100000.0 eV   ne       4999
   2609.822   9.692610E+06     0.985   0.000   0.000   0.015
   2629.726   1.083653E+07     0.987   0.000   0.000   0.013
   2649.630   1.202268E+07     0.988   0.000   0.000   0.012
   2669.534   1.330104E+07     0.989   0.000   0.000   0.011
   2689.438   1.496458E+07     0.991   0.000   0.000   0.009
   2709.342   1.694825E+07     0.992   0.000   0.000   0.008
   2729.246   1.902019E+07     0.993   0.000   0.000   0.007
   2749.150   2.159588E+07     0.994   0.000   0.000   0.006
   2769.054   2.517730E+07     0.995   0.000   0.000   0.005
   2788.958   2.926766E+07     0.996   0.000   0.000   0.004
   2808.862   3.375658E+07     0.997   0.000   0.000   0.003
   2828.766   4.071874E+07     0.998   0.000   0.000   0.002
   2848.670   5.116949E+07     0.998   0.000   0.000   0.002
   2868.574   5.960046E+07     0.999   0.000   0.000   0.001
   2888.478   5.663406E+07     0.999   0.000   0.000   0.001
   2908.382   3.998112E+07     0.999   0.000   0.000   0.001
   2928.286   1.912626E+07     0.998   0.000   0.000   0.002
   2948.190   5.730578E+06     0.992   0.000   0.000   0.008
   2968.094   2.123778E+06     0.978   0.000   0.000   0.022
   2987.998   2.436927E+06     0.981   0.000   0.000   0.019
   3007.902   1.994069E+06     0.976   0.000   0.000   0.024
   3027.806   1.047898E+06     0.954   0.000   0.000   0.046
   3047.710   8.771264E+05     0.944   0.000   0.000   0.056
   3067.614   1.008345E+06     0.951   0.000   0.000   0.049
   3087.518   7.689176E+05     0.934   0.000   0.000   0.066
   3107.421   5.175697E+05     0.901   0.000   0.000   0.099
   3127.325   5.634727E+05     0.907   0.000   0.000   0.093
   3147.229   5.849735E+05     0.909   0.000   0.000   0.091
   3167.133   4.371953E+05     0.876   0.000   0.000   0.124
   3187.037   3.741002E+05     0.852   0.000   0.000   0.148
   3206.941   4.309985E+05     0.870   0.000   0.000   0.130
   3226.845   4.065521E+05     0.859   0.000   0.000   0.141
   3246.749   3.239511E+05     0.820   0.000   0.000   0.180
   3266.653   3.301648E+05     0.821   0.000   0.000   0.179
   3286.557   3.656642E+05     0.835   0.000   0.000   0.165
   3306.461   3.285465E+05     0.814   0.000   0.000   0.186
   3326.365   2.936754E+05     0.788   0.000   0.000   0.212
   3346.269   3.224415E+05     0.804   0.000   0.000   0.196
   3366.173   3.354558E+05     0.808   0.000   0.000   0.192
   3386.077   3.034420E+05     0.785   0.000   0.000   0.215
   3405.981   3.004303E+05     0.779   0.000   0.000   0.221
   3425.885   3.304670E+05     0.796   0.000   0.000   0.204
   3445.789   3.254864E+05     0.789   0.000   0.000   0.211
   3465.693   3.022535E+05     0.769   0.000   0.000   0.231
   3485.597   3.107101E+05     0.772   0.000   0.000   0.228
   3505.501   3.311024E+05     0.782   0.000   0.000   0.218
   3525.405   3.530987E+05     0.792   0.000   0.000   0.208
   3545.309   3.769107E+05     0.800   0.000   0.000   0.200
   3565.213   4.025770E+05     0.808   0.000   0.000   0.192
   3585.117   4.299520E+05     0.815   0.000   0.000   0.185
   3605.021   4.588096E+05     0.823   0.000   0.000   0.177
   3624.925   4.889760E+05     0.830   0.000   0.000   0.170
   3644.829   5.204243E+05     0.837   0.000   0.000   0.163
   3664.733   5.532887E+05     0.845   0.000   0.000   0.155
   3684.637   5.874773E+05     0.852   0.000   0.000   0.148
   3704.541   6.236228E+05     0.858   0.000   0.000   0.142
   3724.445   6.616401E+05     0.865   0.000   0.000   0.135
   3744.349   7.016086E+05     0.871   0.000   0.000   0.129
   3764.253   7.436083E+05     0.877   0.000   0.000   0.123
   3784.157   7.877243E+05     0.882   0.000   0.000   0.118
   3804.061   8.340436E+05     0.888   0.000   0.000   0.112
   3823.965   8.826438E+05     0.893   0.000   0.000   0.107
   3843.869   9.335937E+05     0.898   0.000   0.000   0.102
   3863.773   9.869763E+05     0.902   0.000   0.000   0.098
   3883.677   1.042415E+06     0.907   0.000   0.000   0.093
   3903.581   1.100728E+06     0.911   0.000   0.000   0.089
   3923.485   1.161680E+06     0.915   0.000   0.000   0.085
   3943.389   1.225378E+06     0.919   0.000   0.000   0.081
   3963.293   1.291924E+06     0.922   0.000   0.000   0.078
   3983.197   1.361386E+06     0.926   0.000   0.000   0.074
   4003.101   1.433858E+06     0.929   0.000   0.000   0.071
   4023.005   1.509477E+06     0.932   0.000   0.000   0.068
   4042.909   1.588240E+06     0.935   0.000   0.000   0.065
   4062.813   1.670008E+06     0.938   0.000   0.000   0.062
   4082.717   1.754391E+06     0.940   0.000   0.000   0.060
   4102.621   1.843776E+06     0.942   0.000   0.000   0.058
   4122.525   1.938995E+06     0.944   0.000   0.000   0.056
   4142.428   2.039840E+06     0.946   0.000   0.000   0.054
   4162.332   2.144508E+06     0.948   0.000   0.000   0.052
   4182.236   2.251477E+06     0.950   0.000   0.000   0.050
   4202.140   2.361015E+06     0.952   0.000   0.000   0.048
   4222.044   2.474470E+06     0.954   0.000   0.000   0.046
   4241.948   2.592629E+06     0.956   0.000   0.000   0.044
   4261.852   2.715384E+06     0.957   0.000   0.000   0.043
   4281.756   2.841472E+06     0.959   0.000   0.000   0.041
   4301.660   2.972709E+06     0.961   0.000   0.000   0.039
   4321.564   3.108626E+06     0.963   0.000   0.000   0.037
   4341.468   3.249362E+06     0.964   0.000   0.000   0.036
   4361.372   3.395003E+06     0.966   0.000   0.000   0.034
   4381.276   3.545610E+06     0.967   0.000   0.000   0.033
   4401.180   3.701289E+06     0.968   0.000   0.000   0.032
   4421.084   3.862264E+06     0.970   0.000   0.000   0.030
   4440.988   4.028642E+06     0.971   0.000   0.000   0.029
   4460.892   4.200299E+06     0.972   0.000   0.000   0.028
   4480.796   4.376102E+06     0.973   0.000   0.000   0.027
   4500.700   4.560100E+06     0.975   0.000   0.000   0.025
   4520.604   4.753389E+06     0.976   0.000   0.000   0.024
   4540.508   4.956065E+06     0.977   0.000   0.000   0.023
   4560.412   5.165457E+06     0.978   0.000   0.000   0.022
   4580.316   5.378523E+06     0.978   0.000   0.000   0.022
   4600.220   5.594650E+06     0.979   0.000   0.000   0.021
   4620.124   5.815402E+06     0.980   0.000   0.000   0.020
   4640.028   6.042182E+06     0.981   0.000   0.000   0.019
   4659.932   6.275178E+06     0.982   0.000   0.000   0.018
   4679.836   6.512326E+06     0.983   0.000   0.000   0.017
   4699.740   6.757083E+06     0.984   0.000   0.000   0.016
   4719.644   7.008130E+06     0.984   0.000   0.000   0.016
   4739.548   7.265146E+06     0.985   0.000   0.000   0.015
   4759.452   7.528974E+06     0.986   0.000   0.000   0.014
   4779.356   7.802282E+06     0.986   0.000   0.000   0.014
   4799.260   8.087170E+06     0.987   0.000   0.000   0.013
   4819.164   8.381993E+06     0.988   0.000   0.000   0.012
   4839.068   8.682010E+06     0.988   0.000   0.000   0.012
   4858.972   8.983918E+06     0.989   0.000   0.000   0.011
   4878.876   9.286217E+06     0.989   0.000   0.000   0.011
   4898.780   9.595414E+06     0.990   0.000   0.000   0.010
   4918.684   9.910267E+06     0.990   0.000   0.000   0.010
   4938.588   1.022997E+07     0.991   0.000   0.000   0.009
   4958.492   1.055611E+07     0.991   0.000   0.000   0.009
   4978.396   1.089206E+07     0.991   0.000   0.000   0.009
   4998.300   1.123832E+07     0.992   0.000   0.000   0.008
   5018.204   1.159085E+07     0.992   0.000   0.000   0.008
   5038.108   1.194461E+07     0.993   0.000   0.000   0.007
   5058.012   1.229731E+07     0.993   0.000   0.000   0.007
   5077.916   1.264749E+07     0.993   0.000   0.000   0.007
   5097.820   1.300247E+07     0.993   0.000   0.000   0.007
   5117.724   1.336425E+07     0.994   0.000   0.000   0.006
   5137.628   1.373302E+07     0.994   0.000   0.000   0.006
   5157.532   1.410339E+07     0.994   0.000   0.000   0.006
   5177.435   1.446892E+07     0.994   0.000   0.000   0.006
   5197.339   1.482958E+07     0.994   0.000   0.000   0.006
   5217.243   1.518960E+07     0.994   0.000   0.000   0.006
   5237.147   1.554877E+07     0.994   0.000   0.000   0.006
   5257.051   1.590289E+07     0.994   0.000   0.000   0.006
   5276.955   1.624961E+07     0.994   0.000   0.000   0.006
   5296.859   1.658910E+07     0.994   0.000   0.000   0.006
   5316.763   1.691984E+07     0.994   0.000   0.000   0.006
   5336.667   1.723985E+07     0.994   0.000   0.000   0.006
   5356.571   1.754772E+07     0.994   0.000   0.000   0.006
   5376.475   1.783981E+07     0.994   0.000   0.000   0.006
   5396.379   1.811186E+07     0.993   0.000   0.000   0.007
   5416.283   1.836196E+07     0.993   0.000   0.000   0.007
   5436.187   1.858693E+07     0.992   0.000   0.000   0.008
   5456.091   1.877794E+07     0.991   0.000   0.000   0.009
   5475.995   1.893018E+07     0.990   0.000   0.000   0.010
   5495.899   1.904421E+07     0.989   0.000   0.000   0.011
   5515.803   1.911175E+07     0.988   0.000   0.000   0.012
   5535.707   1.911585E+07     0.986   0.000   0.000   0.014
   5555.611   1.904950E+07     0.984   0.000   0.000   0.016
   5575.515   1.891080E+07     0.982   0.000   0.000   0.018
   5595.419   1.867916E+07     0.980   0.000   0.000   0.020
   5615.323   1.832823E+07     0.977   0.000   0.000   0.023
   5635.227   1.785736E+07     0.974   0.000   0.000   0.026
   5655.131   1.725666E+07     0.970   0.000   0.000   0.030
   5675.035   1.646043E+07     0.966   0.000   0.000   0.034
   5694.939   1.540419E+07     0.961   0.000   0.000   0.039
   5714.843   1.410931E+07     0.956   0.000   0.000   0.044
   5734.747   1.260608E+07     0.950   0.000   0.000   0.050
   5754.651   1.079958E+07     0.944   0.000   0.000   0.056
   5774.555   8.598221E+06     0.940   0.000   0.000   0.060
   5794.459   6.234442E+06     0.939   0.000   0.000   0.061
   5814.363   4.269987E+06     0.942   0.000   0.000   0.058
   5834.267   3.136425E+06     0.948   0.000   0.000   0.052
   5854.171   2.752841E+06     0.953   0.000   0.000   0.047
   5874.075   2.705273E+06     0.954   0.000   0.000   0.046
   5893.979   2.692491E+06     0.955   0.000   0.000   0.045
   5913.883   2.675421E+06     0.957   0.000   0.000   0.043
   5933.787   2.696542E+06     0.958   0.000   0.000   0.042
   5953.691   2.742172E+06     0.959   0.000   0.000   0.041
   5973.595   2.785106E+06     0.960   0.000   0.000   0.040
   5993.499   2.832869E+06     0.961   0.000   0.000   0.039
   6013.403   2.894288E+06     0.962   0.000   0.000   0.038
   6033.307   2.960460E+06     0.963   0.000   0.000   0.037
   6053.211   3.025375E+06     0.964   0.000   0.000   0.036
   6073.115   3.096026E+06     0.965   0.000   0.000   0.035
   6093.019   3.173460E+06     0.966   0.000   0.000   0.034
   6112.923   3.251416E+06     0.967   0.000   0.000   0.033
   6132.827   3.330491E+06     0.968   0.000   0.000   0.032
   6152.731   3.415297E+06     0.969   0.000   0.000   0.031
   6172.635   3.504664E+06     0.970   0.000   0.000   0.030
   6192.539   3.596246E+06     0.971   0.000   0.000   0.029
   6212.442   3.691220E+06     0.972   0.000   0.000   0.028
   6232.346   3.791839E+06     0.972   0.000   0.000   0.028
   6252.250   3.893747E+06     0.973   0.000   0.000   0.027
   6272.154   3.995187E+06     0.974   0.000   0.000   0.026
   6292.058   4.098278E+06     0.975   0.000   0.000   0.025
   6311.962   4.203294E+06     0.975   0.000   0.000   0.025
   6331.866   4.309245E+06     0.976   0.000   0.000   0.024
   6351.770   4.416662E+06     0.977   0.000   0.000   0.023
   6371.674   4.526985E+06     0.978   0.000   0.000   0.022
   6391.578   4.640023E+06     0.978   0.000   0.000   0.022
   6411.482   4.753378E+06     0.979   0.000   0.000   0.021
   6431.386   4.868932E+06     0.980   0.000   0.000   0.020
   6451.290   4.985855E+06     0.980   0.000   0.000   0.020
   6471.194   5.104102E+06     0.981   0.000   0.000   0.019
   6491.098   5.223625E+06     0.981   0.000   0.000   0.019
   6511.002   5.344396E+06     0.982   0.000   0.000   0.018
   6530.906   5.466378E+06     0.982   0.000   0.000   0.018
   6550.810   5.589503E+06     0.983   0.000   0.000   0.017
   6570.714   5.713696E+06     0.983   0.000   0.000   0.017
   6590.618   5.838912E+06     0.984   0.000   0.000   0.016
   6610.522   5.963721E+06     0.984   0.000   0.000   0.016
   6630.426   6.090299E+06     0.985   0.000   0.000   0.015
   6650.330   6.217618E+06     0.985   0.000   0.000   0.015
   6670.234   6.345694E+06     0.986   0.000   0.000   0.014
   6690.138   6.474492E+06     0.986   0.000   0.000   0.014
   6710.042   6.603796E+06     0.986   0.000   0.000   0.014
   6729.946   6.733638E+06     0.987   0.000   0.000   0.013
   6749.850   6.864941E+06     0.987   0.000   0.000   0.013
   6769.754   6.999258E+06     0.987   0.000   0.000   0.013
   6789.658   7.137313E+06     0.987   0.000   0.000   0.013
   6809.562   7.276249E+06     0.987   0.000   0.000   0.013
   6829.466   7.415861E+06     0.988   0.000   0.000   0.012
   6849.370   7.552822E+06     0.988   0.000   0.000   0.012
   6869.274   7.686679E+06     0.988   0.000   0.000   0.012
   6889.178   7.818339E+06     0.988   0.000   0.000   0.012
   6909.082   7.948780E+06     0.989   0.000   0.000   0.011
   6928.986   8.078362E+06     0.989   0.000   0.000   0.011
   6948.890   8.207008E+06     0.989   0.000   0.000   0.011
   6968.794   8.334530E+06     0.989   0.000   0.000   0.011
   6988.698   8.460728E+06     0.989   0.000   0.000   0.011
   7008.602   8.583843E+06     0.989   0.000   0.000   0.011
   7028.506   8.706573E+06     0.990   0.000   0.000   0.010
   7048.410   8.827812E+06     0.990   0.000   0.000   0.010
   7068.314   8.947487E+06     0.990   0.000   0.000   0.010
   7088.218   9.065469E+06     0.990   0.000   0.000   0.010
   7108.122   9.181503E+06     0.990   0.000   0.000   0.010
   7128.026   9.295090E+06     0.990   0.000   0.000   0.010
   7147.930   9.405895E+06     0.990   0.000   0.000   0.010
   7167.834   9.514568E+06     0.990   0.000   0.000   0.010
   7187.738   9.621423E+06     0.990   0.000   0.000   0.010
   7207.642   9.728589E+06     0.990   0.000   0.000   0.010
   7227.546   9.833402E+06     0.990   0.000   0.000   0.010
   7247.449   9.932579E+06     0.990   0.000   0.000   0.010
   7267.353   1.002422E+07     0.990   0.000   0.000   0.010
   7287.257   1.010887E+07     0.990   0.000   0.000   0.010
   7307.161   1.018802E+07     0.990   0.000   0.000   0.010
   7327.065   1.026221E+07     0.990   0.000   0.000   0.010
   7346.969   1.033099E+07     0.990   0.000   0.000   0.010
   7366.873   1.039402E+07     0.990   0.000   0.000   0.010
   7386.777   1.045027E+07     0.990   0.000   0.000   0.010
   7406.681   1.050102E+07     0.990   0.000   0.000   0.010
   7426.585   1.054517E+07     0.990   0.000   0.000   0.010
   7446.489   1.058276E+07     0.989   0.000   0.000   0.011
   7466.393   1.061468E+07     0.989   0.000   0.000   0.011
   7486.297   1.064159E+07     0.989   0.000   0.000   0.011
   7506.201   1.066258E+07     0.989   0.000   0.000   0.011
   7526.105   1.067543E+07     0.988   0.000   0.000   0.012
   7546.009   1.067835E+07     0.988   0.000   0.000   0.012
   7565.913   1.067123E+07     0.988   0.000   0.000   0.012
   7585.817   1.065423E+07     0.987   0.000   0.000   0.013
   7605.721   1.062895E+07     0.987   0.000   0.000   0.013
   7625.625   1.059458E+07     0.986   0.000   0.000   0.014
   7645.529   1.055076E+07     0.986   0.000   0.000   0.014
   7665.433   1.049788E+07     0.985   0.000   0.000   0.015
   7685.337   1.043655E+07     0.985   0.000   0.000   0.015
   7705.241   1.036662E+07     0.984   0.000   0.000   0.016
   7725.145   1.028704E+07     0.983   0.000   0.000   0.017
   7745.049   1.019673E+07     0.983   0.000   0.000   0.017
   7764.953   1.009541E+07     0.982   0.000   0.000   0.018
   7784.857   9.982856E+06     0.981   0.000   0.000   0.019
   7804.761   9.860840E+06     0.980   0.000   0.000   0.020
   7824.665   9.729408E+06     0.979   0.000   0.000   0.021
   7844.569   9.588791E+06     0.978   0.000   0.000   0.022
   7864.473   9.439141E+06     0.977   0.000   0.000   0.023
   7884.377   9.280453E+06     0.975   0.000   0.000   0.025
   7904.281   9.112760E+06     0.974   0.000   0.000   0.026
   7924.185   8.936693E+06     0.972   0.000   0.000   0.028
   7944.089   8.753612E+06     0.971   0.000   0.000   0.029
   7963.993   8.564913E+06     0.969   0.000   0.000   0.031
   7983.897   8.369362E+06     0.967   0.000   0.000   0.033
   8003.801   8.170583E+06     0.965   0.000   0.000   0.035
   8023.705   7.968545E+06     0.962   0.000   0.000   0.038
   8043.609   7.764923E+06     0.960   0.000   0.000   0.040
   8063.513   7.561861E+06     0.957   0.000   0.000   0.043
   8083.417   7.361258E+06     0.955   0.000   0.000   0.045
   8103.321   7.167204E+06     0.952   0.000   0.000   0.048
   8123.225   6.983126E+06     0.949   0.000   0.000   0.051
   8143.129   6.809377E+06     0.946   0.000   0.000   0.054
   8163.033   6.643906E+06     0.943   0.000   0.000   0.057
   8182.937   6.478253E+06     0.940   0.000   0.000   0.060
   8202.841   6.343314E+06     0.937   0.000   0.000   0.063
   8222.745   6.256393E+06     0.935   0.000   0.000   0.065
   8242.649   6.193962E+06     0.933   0.000   0.000   0.067
   8262.553   6.167610E+06     0.931   0.000   0.000   0.069
   8282.456   6.225910E+06     0.931   0.000   0.000   0.069
   8302.360   6.357337E+06     0.931   0.000   0.000   0.069
   8322.264   6.517802E+06     0.932   0.000   0.000   0.068
   8342.168   6.747921E+06     0.934   0.000   0.000   0.066
   8362.072   7.107747E+06     0.937   0.000   0.000   0.063
   8381.976   7.565385E+06     0.941   0.000   0.000   0.059
   8401.880   8.105047E+06     0.946   0.000   0.000   0.054
   8421.784   8.825070E+06     0.951   0.000   0.000   0.049
   8441.688   9.766930E+06     0.956   0.000   0.000   0.044
   8461.592   1.085192E+07     0.962   0.000   0.000   0.038
   8481.496   1.212679E+07     0.967   0.000   0.000   0.033
   8501.400   1.376316E+07     0.972   0.000   0.000   0.028
   8521.304   1.572561E+07     0.977   0.000   0.000   0.023
   8541.208   1.789453E+07     0.981   0.000   0.000   0.019
   8561.112   2.049361E+07     0.985   0.000   0.000   0.015
   8581.016   2.374370E+07     0.988   0.000   0.000   0.012
   8600.920   2.727454E+07     0.991   0.000   0.000   0.009
   8620.824   3.093185E+07     0.993   0.000   0.000   0.007
   8640.728   3.572085E+07     0.995   0.000   0.000   0.005
   8660.632   4.190785E+07     0.997   0.000   0.000   0.003
   8680.536   4.609437E+07     0.997   0.000   0.000   0.003
   8700.440   4.304324E+07     0.998   0.000   0.000   0.002
   8720.344   3.196925E+07     0.997   0.000   0.000   0.003
   8740.248   1.885855E+07     0.995   0.000   0.000   0.005
   8760.152   1.059655E+07     0.992   0.000   0.000   0.008
   8780.056   8.366360E+06     0.990   0.000   0.000   0.010
   8799.960   8.555393E+06     0.990   0.000   0.000   0.010
   8819.864   8.339066E+06     0.990   0.000   0.000   0.010
   8839.768   7.832123E+06     0.989   0.000   0.000   0.011
   8859.672   7.776702E+06     0.989   0.000   0.000   0.011
   8879.576   7.904210E+06     0.990   0.000   0.000   0.010
   8899.480   7.822513E+06     0.989   0.000   0.000   0.011
   8919.384   7.730844E+06     0.989   0.000   0.000   0.011
   8939.288   7.809068E+06     0.989   0.000   0.000   0.011
   8959.192   7.874625E+06     0.989   0.000   0.000   0.011
   8979.096   7.842877E+06     0.989   0.000   0.000   0.011
   8999.000   7.856918E+06     0.989   0.000   0.000   0.011
   9018.904   7.938449E+06     0.989   0.000   0.000   0.011
   9038.808   7.974210E+06     0.989   0.000   0.000   0.011
   9058.712   7.975964E+06     0.989   0.000   0.000   0.011
   9078.616   8.025578E+06     0.989   0.000   0.000   0.011
   9098.520   8.089153E+06     0.989   0.000   0.000   0.011
   9118.424   8.107449E+06     0.989   0.000   0.000   0.011
   9138.328   8.123444E+06     0.989   0.000   0.000   0.011
   9158.232   8.171207E+06     0.989   0.000   0.000   0.011
   9178.136   8.206596E+06     0.989   0.000   0.000   0.011
   9198.040   8.213285E+06     0.988   0.000   0.000   0.012
   9217.944   8.232843E+06     0.988   0.000   0.000   0.012
   9237.848   8.268149E+06     0.988   0.000   0.000   0.012
   9257.752   8.281059E+06     0.988   0.000   0.000   0.012
   9277.656   8.279782E+06     0.988   0.000   0.000   0.012
   9297.560   8.294502E+06     0.988   0.000   0.000   0.012
   9317.463   8.312298E+06     0.988   0.000   0.000   0.012
