 ****************** Start US v. 1.9 at 07-Dec-12 12:15:18 ******************
 
 output,0,0,0,0,0,0
 energy   5.300 GeV   current 250.0 mA
 sigx     1.070  mm   sigy    0.081 mm   sigx1  0.1433 mr   sigy1  0.0135 mr
 period   2.440  cm   N          40      Kx      0.000      Ky      2.350
 emin     500.0  eV   emax 100000.0 eV   ne       4999
   1375.775   1.243291E+05     0.822   0.000   0.000   0.178
   1395.679   1.215463E+05     0.810   0.000   0.000   0.190
   1415.583   1.186508E+05     0.796   0.000   0.000   0.204
   1435.487   1.156902E+05     0.781   0.000   0.000   0.219
   1455.391   1.127922E+05     0.763   0.000   0.000   0.237
   1475.295   1.100428E+05     0.743   0.000   0.000   0.257
   1495.199   1.073453E+05     0.722   0.000   0.000   0.278
   1515.103   1.047571E+05     0.700   0.000   0.000   0.300
   1535.007   1.023760E+05     0.679   0.000   0.000   0.321
   1554.911   1.004443E+05     0.658   0.000   0.000   0.342
   1574.815   9.904602E+04     0.638   0.000   0.000   0.362
   1594.719   9.819435E+04     0.619   0.000   0.000   0.381
   1614.623   9.771553E+04     0.601   0.000   0.000   0.399
   1634.527   9.759866E+04     0.584   0.000   0.000   0.416
   1654.431   9.802355E+04     0.571   0.000   0.000   0.429
   1674.335   9.906192E+04     0.560   0.000   0.000   0.440
   1694.239   1.011404E+05     0.554   0.000   0.000   0.446
   1714.143   1.044558E+05     0.552   0.000   0.000   0.448
   1734.047   1.092490E+05     0.552   0.000   0.000   0.448
   1753.951   1.154263E+05     0.556   0.000   0.000   0.444
   1773.855   1.230914E+05     0.566   0.000   0.000   0.434
   1793.759   1.322747E+05     0.581   0.000   0.000   0.419
   1813.663   1.433269E+05     0.601   0.000   0.000   0.399
   1833.567   1.566712E+05     0.622   0.000   0.000   0.378
   1853.471   1.721903E+05     0.642   0.000   0.000   0.358
   1873.375   1.904258E+05     0.663   0.000   0.000   0.337
   1893.279   2.113544E+05     0.686   0.000   0.000   0.314
   1913.183   2.352285E+05     0.709   0.000   0.000   0.291
   1933.087   2.625013E+05     0.732   0.000   0.000   0.268
   1952.991   2.929106E+05     0.752   0.000   0.000   0.248
   1972.895   3.277716E+05     0.772   0.000   0.000   0.228
   1992.799   3.670439E+05     0.791   0.000   0.000   0.209
   2012.703   4.114579E+05     0.808   0.000   0.000   0.192
   2032.607   4.610007E+05     0.823   0.000   0.000   0.177
   2052.511   5.167566E+05     0.837   0.000   0.000   0.163
   2072.414   5.785014E+05     0.850   0.000   0.000   0.150
   2092.318   6.469779E+05     0.862   0.000   0.000   0.138
   2112.222   7.234129E+05     0.873   0.000   0.000   0.127
   2132.126   8.069741E+05     0.883   0.000   0.000   0.117
   2152.030   9.001216E+05     0.892   0.000   0.000   0.108
   2171.934   1.002469E+06     0.901   0.000   0.000   0.099
   2191.838   1.115042E+06     0.909   0.000   0.000   0.091
   2211.742   1.237763E+06     0.916   0.000   0.000   0.084
   2231.646   1.374423E+06     0.923   0.000   0.000   0.077
   2251.550   1.526103E+06     0.929   0.000   0.000   0.071
   2271.454   1.694361E+06     0.934   0.000   0.000   0.066
   2291.358   1.880922E+06     0.940   0.000   0.000   0.060
   2311.262   2.082536E+06     0.944   0.000   0.000   0.056
   2331.166   2.307253E+06     0.949   0.000   0.000   0.051
   2351.070   2.555308E+06     0.953   0.000   0.000   0.047
   2370.974   2.832549E+06     0.957   0.000   0.000   0.043
   2390.878   3.141023E+06     0.960   0.000   0.000   0.040
   2410.782   3.458484E+06     0.963   0.000   0.000   0.037
   2430.686   3.782629E+06     0.966   0.000   0.000   0.034
   2450.590   4.176620E+06     0.969   0.000   0.000   0.031
   2470.494   4.605608E+06     0.971   0.000   0.000   0.029
   2490.398   5.030232E+06     0.973   0.000   0.000   0.027
   2510.302   5.539462E+06     0.976   0.000   0.000   0.024
   2530.206   6.136823E+06     0.978   0.000   0.000   0.022
   2550.110   6.731062E+06     0.980   0.000   0.000   0.020
   2570.014   7.405216E+06     0.981   0.000   0.000   0.019
   2589.918   8.235246E+06     0.983   0.000   0.000   0.017
   2609.822   9.091231E+06     0.985   0.000   0.000   0.015
   2629.726   1.001366E+07     0.986   0.000   0.000   0.014
   2649.630   1.119005E+07     0.988   0.000   0.000   0.012
   2669.534   1.248853E+07     0.989   0.000   0.000   0.011
   2689.438   1.384649E+07     0.990   0.000   0.000   0.010
   2709.342   1.561445E+07     0.992   0.000   0.000   0.008
   2729.246   1.777281E+07     0.993   0.000   0.000   0.007
   2749.150   2.008228E+07     0.994   0.000   0.000   0.006
   2769.054   2.314649E+07     0.995   0.000   0.000   0.005
   2788.958   2.728468E+07     0.996   0.000   0.000   0.004
   2808.862   3.166593E+07     0.997   0.000   0.000   0.003
   2828.766   3.733757E+07     0.998   0.000   0.000   0.002
   2848.670   4.695324E+07     0.998   0.000   0.000   0.002
   2868.574   5.669894E+07     0.999   0.000   0.000   0.001
   2888.478   5.513709E+07     0.999   0.000   0.000   0.001
   2908.382   3.777382E+07     0.999   0.000   0.000   0.001
   2928.286   1.611325E+07     0.997   0.000   0.000   0.003
   2948.190   4.058751E+06     0.989   0.000   0.000   0.011
   2968.094   2.102423E+06     0.978   0.000   0.000   0.022
   2987.998   2.330651E+06     0.980   0.000   0.000   0.020
   3007.902   1.391442E+06     0.965   0.000   0.000   0.035
   3027.806   8.533998E+05     0.942   0.000   0.000   0.058
   3047.710   9.891069E+05     0.949   0.000   0.000   0.051
   3067.614   8.033062E+05     0.936   0.000   0.000   0.064
   3087.518   5.266185E+05     0.900   0.000   0.000   0.100
   3107.421   5.719299E+05     0.906   0.000   0.000   0.094
   3127.325   5.587398E+05     0.902   0.000   0.000   0.098
   3147.229   4.027437E+05     0.861   0.000   0.000   0.139
   3167.133   3.967988E+05     0.857   0.000   0.000   0.143
   3187.037   4.301955E+05     0.865   0.000   0.000   0.135
   3206.941   3.484367E+05     0.830   0.000   0.000   0.170
   3226.845   3.178051E+05     0.810   0.000   0.000   0.190
   3246.749   3.562354E+05     0.828   0.000   0.000   0.172
   3266.653   3.228166E+05     0.807   0.000   0.000   0.193
   3286.557   2.853163E+05     0.778   0.000   0.000   0.222
   3306.461   3.140471E+05     0.795   0.000   0.000   0.205
   3326.365   3.106119E+05     0.789   0.000   0.000   0.211
   3346.269   2.763376E+05     0.760   0.000   0.000   0.240
   3366.173   2.900618E+05     0.767   0.000   0.000   0.233
   3386.077   3.030554E+05     0.774   0.000   0.000   0.226
   3405.981   2.742329E+05     0.746   0.000   0.000   0.254
   3425.885   2.695063E+05     0.738   0.000   0.000   0.262
   3445.789   2.859902E+05     0.749   0.000   0.000   0.251
   3465.693   3.039141E+05     0.759   0.000   0.000   0.241
   3485.597   3.235221E+05     0.768   0.000   0.000   0.232
   3505.501   3.442714E+05     0.777   0.000   0.000   0.223
   3525.405   3.658711E+05     0.786   0.000   0.000   0.214
   3545.309   3.882545E+05     0.796   0.000   0.000   0.204
   3565.213   4.120043E+05     0.805   0.000   0.000   0.195
   3585.117   4.371800E+05     0.814   0.000   0.000   0.186
   3605.021   4.638239E+05     0.822   0.000   0.000   0.178
   3624.925   4.920005E+05     0.830   0.000   0.000   0.170
   3644.829   5.214348E+05     0.838   0.000   0.000   0.162
   3664.733   5.528029E+05     0.845   0.000   0.000   0.155
   3684.637   5.862315E+05     0.852   0.000   0.000   0.148
   3704.541   6.219353E+05     0.858   0.000   0.000   0.142
   3724.445   6.595128E+05     0.864   0.000   0.000   0.136
   3744.349   6.989959E+05     0.869   0.000   0.000   0.131
   3764.253   7.400821E+05     0.875   0.000   0.000   0.125
   3784.157   7.828534E+05     0.881   0.000   0.000   0.119
   3804.061   8.275376E+05     0.886   0.000   0.000   0.114
   3823.965   8.738612E+05     0.891   0.000   0.000   0.109
   3843.869   9.226831E+05     0.896   0.000   0.000   0.104
   3863.773   9.739472E+05     0.900   0.000   0.000   0.100
   3883.677   1.027760E+06     0.905   0.000   0.000   0.095
   3903.581   1.083850E+06     0.908   0.000   0.000   0.092
   3923.485   1.142769E+06     0.912   0.000   0.000   0.088
   3943.389   1.204404E+06     0.915   0.000   0.000   0.085
   3963.293   1.268696E+06     0.918   0.000   0.000   0.082
   3983.197   1.335760E+06     0.922   0.000   0.000   0.078
   4003.101   1.405107E+06     0.925   0.000   0.000   0.075
   4023.005   1.477529E+06     0.928   0.000   0.000   0.072
   4042.909   1.552982E+06     0.931   0.000   0.000   0.069
   4062.813   1.632463E+06     0.934   0.000   0.000   0.066
   4082.717   1.716905E+06     0.936   0.000   0.000   0.064
   4102.621   1.804700E+06     0.939   0.000   0.000   0.061
   4122.525   1.895629E+06     0.941   0.000   0.000   0.059
   4142.428   1.988641E+06     0.943   0.000   0.000   0.057
   4162.332   2.084775E+06     0.946   0.000   0.000   0.054
   4182.236   2.183975E+06     0.948   0.000   0.000   0.052
   4202.140   2.286667E+06     0.950   0.000   0.000   0.050
   4222.044   2.392224E+06     0.952   0.000   0.000   0.048
   4241.948   2.501960E+06     0.954   0.000   0.000   0.046
   4261.852   2.617497E+06     0.956   0.000   0.000   0.044
   4281.756   2.737433E+06     0.958   0.000   0.000   0.042
   4301.660   2.862236E+06     0.960   0.000   0.000   0.040
   4321.564   2.990903E+06     0.961   0.000   0.000   0.039
   4341.468   3.124039E+06     0.963   0.000   0.000   0.037
   4361.372   3.261048E+06     0.964   0.000   0.000   0.036
   4381.276   3.403051E+06     0.966   0.000   0.000   0.034
   4401.180   3.549942E+06     0.967   0.000   0.000   0.033
   4421.084   3.701884E+06     0.969   0.000   0.000   0.031
   4440.988   3.858791E+06     0.970   0.000   0.000   0.030
   4460.892   4.019761E+06     0.971   0.000   0.000   0.029
   4480.796   4.188579E+06     0.972   0.000   0.000   0.028
   4500.700   4.365327E+06     0.973   0.000   0.000   0.027
   4520.604   4.548003E+06     0.974   0.000   0.000   0.026
   4540.508   4.734139E+06     0.975   0.000   0.000   0.025
   4560.412   4.921835E+06     0.976   0.000   0.000   0.024
   4580.316   5.117214E+06     0.977   0.000   0.000   0.023
   4600.220   5.321021E+06     0.978   0.000   0.000   0.022
   4620.124   5.532406E+06     0.979   0.000   0.000   0.021
   4640.028   5.747181E+06     0.980   0.000   0.000   0.020
   4659.932   5.966199E+06     0.981   0.000   0.000   0.019
   4679.836   6.189676E+06     0.982   0.000   0.000   0.018
   4699.740   6.419198E+06     0.983   0.000   0.000   0.017
   4719.644   6.654800E+06     0.983   0.000   0.000   0.017
   4739.548   6.893289E+06     0.984   0.000   0.000   0.016
   4759.452   7.139965E+06     0.985   0.000   0.000   0.015
   4779.356   7.396038E+06     0.986   0.000   0.000   0.014
   4799.260   7.660916E+06     0.986   0.000   0.000   0.014
   4819.164   7.929795E+06     0.987   0.000   0.000   0.013
   4839.068   8.204388E+06     0.987   0.000   0.000   0.013
   4858.972   8.485831E+06     0.988   0.000   0.000   0.012
   4878.876   8.774092E+06     0.989   0.000   0.000   0.011
   4898.780   9.066540E+06     0.989   0.000   0.000   0.011
   4918.684   9.358621E+06     0.990   0.000   0.000   0.010
   4938.588   9.655642E+06     0.990   0.000   0.000   0.010
   4958.492   9.959335E+06     0.990   0.000   0.000   0.010
   4978.396   1.027125E+07     0.991   0.000   0.000   0.009
   4998.300   1.058870E+07     0.991   0.000   0.000   0.009
   5018.204   1.091212E+07     0.992   0.000   0.000   0.008
   5038.108   1.123970E+07     0.992   0.000   0.000   0.008
   5058.012   1.156992E+07     0.992   0.000   0.000   0.008
   5077.916   1.190075E+07     0.993   0.000   0.000   0.007
   5097.820   1.222925E+07     0.993   0.000   0.000   0.007
   5117.724   1.256184E+07     0.993   0.000   0.000   0.007
   5137.628   1.290067E+07     0.993   0.000   0.000   0.007
   5157.532   1.324405E+07     0.994   0.000   0.000   0.006
   5177.435   1.358627E+07     0.994   0.000   0.000   0.006
   5197.339   1.392126E+07     0.994   0.000   0.000   0.006
   5217.243   1.425547E+07     0.994   0.000   0.000   0.006
   5237.147   1.458939E+07     0.994   0.000   0.000   0.006
   5257.051   1.492033E+07     0.994   0.000   0.000   0.006
   5276.955   1.524279E+07     0.994   0.000   0.000   0.006
   5296.859   1.555428E+07     0.994   0.000   0.000   0.006
   5316.763   1.585766E+07     0.994   0.000   0.000   0.006
   5336.667   1.615392E+07     0.993   0.000   0.000   0.007
   5356.571   1.643711E+07     0.993   0.000   0.000   0.007
   5376.475   1.670233E+07     0.993   0.000   0.000   0.007
   5396.379   1.694976E+07     0.993   0.000   0.000   0.007
   5416.283   1.717676E+07     0.992   0.000   0.000   0.008
   5436.187   1.737775E+07     0.992   0.000   0.000   0.008
   5456.091   1.755111E+07     0.991   0.000   0.000   0.009
   5475.995   1.769368E+07     0.990   0.000   0.000   0.010
   5495.899   1.779557E+07     0.989   0.000   0.000   0.011
   5515.803   1.785202E+07     0.988   0.000   0.000   0.012
   5535.707   1.785857E+07     0.986   0.000   0.000   0.014
   5555.611   1.779913E+07     0.984   0.000   0.000   0.016
   5575.515   1.766195E+07     0.982   0.000   0.000   0.018
   5595.419   1.744618E+07     0.979   0.000   0.000   0.021
   5615.323   1.713138E+07     0.976   0.000   0.000   0.024
   5635.227   1.668828E+07     0.973   0.000   0.000   0.027
   5655.131   1.611690E+07     0.970   0.000   0.000   0.030
   5675.035   1.539547E+07     0.965   0.000   0.000   0.035
   5694.939   1.444069E+07     0.961   0.000   0.000   0.039
   5714.843   1.322052E+07     0.955   0.000   0.000   0.045
   5734.747   1.179483E+07     0.950   0.000   0.000   0.050
   5754.651   1.012618E+07     0.944   0.000   0.000   0.056
   5774.555   8.073020E+06     0.939   0.000   0.000   0.061
   5794.459   5.796889E+06     0.938   0.000   0.000   0.062
   5814.363   3.904967E+06     0.941   0.000   0.000   0.059
   5834.267   2.886438E+06     0.948   0.000   0.000   0.052
   5854.171   2.603368E+06     0.952   0.000   0.000   0.048
   5874.075   2.580348E+06     0.953   0.000   0.000   0.047
   5893.979   2.561898E+06     0.954   0.000   0.000   0.046
   5913.883   2.560300E+06     0.955   0.000   0.000   0.045
   5933.787   2.596045E+06     0.956   0.000   0.000   0.044
   5953.691   2.636811E+06     0.957   0.000   0.000   0.043
   5973.595   2.679609E+06     0.958   0.000   0.000   0.042
   5993.499   2.735856E+06     0.959   0.000   0.000   0.041
   6013.403   2.796789E+06     0.960   0.000   0.000   0.040
   6033.307   2.857413E+06     0.962   0.000   0.000   0.038
   6053.211   2.925061E+06     0.963   0.000   0.000   0.037
   6073.115   2.997553E+06     0.964   0.000   0.000   0.036
   6093.019   3.069580E+06     0.965   0.000   0.000   0.035
   6112.923   3.146894E+06     0.966   0.000   0.000   0.034
   6132.827   3.231065E+06     0.967   0.000   0.000   0.033
   6152.731   3.316804E+06     0.967   0.000   0.000   0.033
   6172.635   3.403210E+06     0.968   0.000   0.000   0.032
   6192.539   3.490469E+06     0.969   0.000   0.000   0.031
   6212.442   3.579195E+06     0.970   0.000   0.000   0.030
   6232.346   3.669552E+06     0.971   0.000   0.000   0.029
   6252.250   3.763437E+06     0.972   0.000   0.000   0.028
   6272.154   3.858641E+06     0.973   0.000   0.000   0.027
   6292.058   3.955625E+06     0.974   0.000   0.000   0.026
   6311.962   4.055281E+06     0.974   0.000   0.000   0.026
   6331.866   4.158930E+06     0.975   0.000   0.000   0.025
   6351.770   4.265879E+06     0.976   0.000   0.000   0.024
   6371.674   4.374275E+06     0.977   0.000   0.000   0.023
   6391.578   4.484878E+06     0.977   0.000   0.000   0.023
   6411.482   4.595900E+06     0.978   0.000   0.000   0.022
   6431.386   4.707091E+06     0.978   0.000   0.000   0.022
   6451.290   4.817986E+06     0.979   0.000   0.000   0.021
   6471.194   4.930296E+06     0.980   0.000   0.000   0.020
   6491.098   5.043891E+06     0.980   0.000   0.000   0.020
   6511.002   5.158828E+06     0.981   0.000   0.000   0.019
   6530.906   5.275150E+06     0.981   0.000   0.000   0.019
   6550.810   5.391257E+06     0.982   0.000   0.000   0.018
   6570.714   5.508940E+06     0.982   0.000   0.000   0.018
   6590.618   5.627729E+06     0.983   0.000   0.000   0.017
   6610.522   5.747527E+06     0.983   0.000   0.000   0.017
   6630.426   5.867054E+06     0.984   0.000   0.000   0.016
   6650.330   5.987794E+06     0.984   0.000   0.000   0.016
   6670.234   6.110347E+06     0.984   0.000   0.000   0.016
   6690.138   6.234388E+06     0.984   0.000   0.000   0.016
   6710.042   6.359035E+06     0.985   0.000   0.000   0.015
   6729.946   6.483488E+06     0.985   0.000   0.000   0.015
   6749.850   6.610803E+06     0.985   0.000   0.000   0.015
   6769.754   6.739397E+06     0.986   0.000   0.000   0.014
   6789.658   6.866604E+06     0.986   0.000   0.000   0.014
   6809.562   6.991610E+06     0.986   0.000   0.000   0.014
   6829.466   7.113818E+06     0.987   0.000   0.000   0.013
   6849.370   7.236943E+06     0.987   0.000   0.000   0.013
   6869.274   7.360342E+06     0.987   0.000   0.000   0.013
   6889.178   7.484830E+06     0.987   0.000   0.000   0.013
   6909.082   7.609785E+06     0.988   0.000   0.000   0.012
   6928.986   7.736023E+06     0.988   0.000   0.000   0.012
   6948.890   7.861352E+06     0.988   0.000   0.000   0.012
   6968.794   7.984531E+06     0.988   0.000   0.000   0.012
   6988.698   8.105289E+06     0.988   0.000   0.000   0.012
   7008.602   8.221995E+06     0.989   0.000   0.000   0.011
   7028.506   8.337380E+06     0.989   0.000   0.000   0.011
   7048.410   8.450854E+06     0.989   0.000   0.000   0.011
   7068.314   8.562587E+06     0.989   0.000   0.000   0.011
   7088.218   8.671327E+06     0.989   0.000   0.000   0.011
   7108.122   8.777937E+06     0.989   0.000   0.000   0.011
   7128.026   8.882091E+06     0.989   0.000   0.000   0.011
   7147.930   8.984895E+06     0.990   0.000   0.000   0.010
   7167.834   9.087434E+06     0.990   0.000   0.000   0.010
   7187.738   9.186997E+06     0.990   0.000   0.000   0.010
   7207.642   9.282888E+06     0.990   0.000   0.000   0.010
   7227.546   9.373083E+06     0.990   0.000   0.000   0.010
   7247.449   9.458899E+06     0.990   0.000   0.000   0.010
   7267.353   9.542376E+06     0.990   0.000   0.000   0.010
   7287.257   9.621781E+06     0.990   0.000   0.000   0.010
   7307.161   9.698443E+06     0.990   0.000   0.000   0.010
   7327.065   9.769657E+06     0.990   0.000   0.000   0.010
   7346.969   9.834727E+06     0.990   0.000   0.000   0.010
   7366.873   9.892804E+06     0.989   0.000   0.000   0.011
   7386.777   9.946228E+06     0.989   0.000   0.000   0.011
   7406.681   9.994593E+06     0.989   0.000   0.000   0.011
   7426.585   1.003715E+07     0.989   0.000   0.000   0.011
   7446.489   1.007378E+07     0.989   0.000   0.000   0.011
   7466.393   1.010367E+07     0.989   0.000   0.000   0.011
   7486.297   1.012892E+07     0.988   0.000   0.000   0.012
   7506.201   1.014721E+07     0.988   0.000   0.000   0.012
   7526.105   1.015727E+07     0.988   0.000   0.000   0.012
   7546.009   1.015860E+07     0.987   0.000   0.000   0.013
   7565.913   1.015271E+07     0.987   0.000   0.000   0.013
   7585.817   1.013865E+07     0.987   0.000   0.000   0.013
   7605.721   1.011539E+07     0.986   0.000   0.000   0.014
   7625.625   1.008297E+07     0.986   0.000   0.000   0.014
   7645.529   1.004080E+07     0.985   0.000   0.000   0.015
   7665.433   9.990633E+06     0.985   0.000   0.000   0.015
   7685.337   9.932276E+06     0.984   0.000   0.000   0.016
   7705.241   9.865724E+06     0.984   0.000   0.000   0.016
   7725.145   9.789828E+06     0.983   0.000   0.000   0.017
   7745.049   9.704524E+06     0.982   0.000   0.000   0.018
   7764.953   9.609700E+06     0.981   0.000   0.000   0.019
   7784.857   9.505335E+06     0.980   0.000   0.000   0.020
   7804.761   9.391547E+06     0.980   0.000   0.000   0.020
   7824.665   9.267880E+06     0.979   0.000   0.000   0.021
   7844.569   9.135948E+06     0.977   0.000   0.000   0.023
   7864.473   8.995663E+06     0.976   0.000   0.000   0.024
   7884.377   8.847179E+06     0.975   0.000   0.000   0.025
   7904.281   8.691090E+06     0.973   0.000   0.000   0.027
   7924.185   8.526335E+06     0.972   0.000   0.000   0.028
   7944.089   8.355413E+06     0.970   0.000   0.000   0.030
   7963.993   8.178068E+06     0.968   0.000   0.000   0.032
   7983.897   7.995262E+06     0.966   0.000   0.000   0.034
   8003.801   7.806557E+06     0.964   0.000   0.000   0.036
   8023.705   7.615109E+06     0.962   0.000   0.000   0.038
   8043.609   7.422367E+06     0.959   0.000   0.000   0.041
   8063.513   7.230577E+06     0.957   0.000   0.000   0.043
   8083.417   7.041866E+06     0.954   0.000   0.000   0.046
   8103.321   6.853683E+06     0.952   0.000   0.000   0.048
   8123.225   6.674871E+06     0.949   0.000   0.000   0.051
   8143.129   6.507344E+06     0.946   0.000   0.000   0.054
   8163.033   6.357153E+06     0.943   0.000   0.000   0.057
   8182.937   6.228009E+06     0.940   0.000   0.000   0.060
   8202.841   6.121087E+06     0.938   0.000   0.000   0.062
   8222.745   6.028290E+06     0.935   0.000   0.000   0.065
   8242.649   5.953173E+06     0.933   0.000   0.000   0.067
   8262.553   5.942306E+06     0.932   0.000   0.000   0.068
   8282.456   5.991750E+06     0.931   0.000   0.000   0.069
   8302.360   6.078843E+06     0.931   0.000   0.000   0.069
   8322.264   6.243109E+06     0.933   0.000   0.000   0.067
   8342.168   6.490130E+06     0.935   0.000   0.000   0.065
   8362.072   6.782812E+06     0.938   0.000   0.000   0.062
   8381.976   7.179864E+06     0.941   0.000   0.000   0.059
   8401.880   7.737348E+06     0.946   0.000   0.000   0.054
   8421.784   8.400479E+06     0.951   0.000   0.000   0.049
   8441.688   9.200160E+06     0.956   0.000   0.000   0.044
   8461.592   1.024940E+07     0.962   0.000   0.000   0.038
   8481.496   1.149991E+07     0.967   0.000   0.000   0.033
   8501.400   1.292736E+07     0.972   0.000   0.000   0.028
   8521.304   1.472050E+07     0.977   0.000   0.000   0.023
   8541.208   1.687402E+07     0.981   0.000   0.000   0.019
   8561.112   1.925245E+07     0.985   0.000   0.000   0.015
   8581.016   2.212984E+07     0.988   0.000   0.000   0.012
   8600.920   2.560945E+07     0.991   0.000   0.000   0.009
   8620.824   2.918158E+07     0.993   0.000   0.000   0.007
   8640.728   3.327649E+07     0.995   0.000   0.000   0.005
   8660.632   3.900840E+07     0.996   0.000   0.000   0.004
   8680.536   4.389761E+07     0.997   0.000   0.000   0.003
   8700.440   4.162316E+07     0.998   0.000   0.000   0.002
   8720.344   3.022091E+07     0.997   0.000   0.000   0.003
   8740.248   1.676961E+07     0.995   0.000   0.000   0.005
   8760.152   9.351106E+06     0.991   0.000   0.000   0.009
   8780.056   8.101089E+06     0.989   0.000   0.000   0.011
   8799.960   8.263284E+06     0.990   0.000   0.000   0.010
   8819.864   7.764360E+06     0.989   0.000   0.000   0.011
   8839.768   7.482741E+06     0.989   0.000   0.000   0.011
   8859.672   7.605352E+06     0.989   0.000   0.000   0.011
   8879.576   7.555492E+06     0.989   0.000   0.000   0.011
   8899.480   7.445043E+06     0.989   0.000   0.000   0.011
   8919.384   7.517087E+06     0.989   0.000   0.000   0.011
   8939.288   7.563673E+06     0.988   0.000   0.000   0.012
   8959.192   7.525227E+06     0.988   0.000   0.000   0.012
   8979.096   7.568363E+06     0.988   0.000   0.000   0.012
   8999.000   7.636913E+06     0.988   0.000   0.000   0.012
   9018.904   7.639604E+06     0.988   0.000   0.000   0.012
   9038.808   7.665475E+06     0.988   0.000   0.000   0.012
   9058.712   7.728694E+06     0.988   0.000   0.000   0.012
   9078.616   7.749964E+06     0.988   0.000   0.000   0.012
   9098.520   7.762974E+06     0.988   0.000   0.000   0.012
   9118.424   7.811576E+06     0.988   0.000   0.000   0.012
   9138.328   7.841667E+06     0.988   0.000   0.000   0.012
   9158.232   7.850862E+06     0.988   0.000   0.000   0.012
   9178.136   7.883522E+06     0.988   0.000   0.000   0.012
   9198.040   7.915567E+06     0.988   0.000   0.000   0.012
   9217.944   7.922303E+06     0.988   0.000   0.000   0.012
   9237.848   7.940740E+06     0.987   0.000   0.000   0.013
   9257.752   7.969186E+06     0.987   0.000   0.000   0.013
   9277.656   7.993197E+06     0.987   0.000   0.000   0.013
   9297.560   8.014706E+06     0.987   0.000   0.000   0.013
   9317.463   8.033656E+06     0.987   0.000   0.000   0.013
