5e-07	5e-07	20834789364.532738
5e-07	0.1000005	20706632707.99062
5e-07	0.30000000000000004	19958634382.09747
5e-07	0.5	18547910278.721214
5e-07	0.7000000000000001	16638803617.501484
5e-07	0.9	14448138403.860104
5e-07	1.1	12197162455.265965
5e-07	1.3	10064217430.482357
5e-07	1.5	8161194789.672754
5e-07	1.7	6536692239.01582
5e-07	1.9	5193407624.135066
5e-07	2.0999999999999996	4107248058.5865498
5e-07	2.3	3242185566.2096076
5e-07	2.5	2559784652.431032
5e-07	2.7	2024362419.1554463
5e-07	2.9000000000000004	1605198785.1870577
5e-07	3.1000000000000005	1277022720.9799054
5e-07	3.3000000000000007	1019632185.8247094
5e-07	3.500000000000001	817166619.7367234
5e-07	3.700000000000001	657311472.2291703
5e-07	3.899999500000001	530565990.35617465
5e-07	3.9999995000000013	476291724.1035764
0.42500049999999995	5e-07	20826805184.17766
0.42500049999999995	0.1000005	20698687646.928844
0.42500049999999995	0.30000000000000004	19950922246.820488
0.42500049999999995	0.5	18540659989.270855
0.42500049999999995	0.7000000000000001	16632219040.77627
0.42500049999999995	0.9	14442363591.230177
0.42500049999999995	1.1	12192255942.379309
0.42500049999999995	1.3	10060154351.544443
0.42500049999999995	1.5	8157892579.69942
0.42500049999999995	1.7	6534041981.211662
0.42500049999999995	1.9	5191296871.683501
0.42500049999999995	2.0999999999999996	4105573553.6473346
0.42500049999999995	2.3	3240858547.5891404
0.42500049999999995	2.5	2558731651.499709
0.42500049999999995	2.7	2023524430.4659896
0.42500049999999995	2.9000000000000004	1604529096.978352
0.42500049999999995	3.1000000000000005	1276484843.025466
0.42500049999999995	3.3000000000000007	1019197753.1764618
0.42500049999999995	3.500000000000001	816813631.2250425
0.42500049999999995	3.700000000000001	657022918.2820095
0.42500049999999995	3.899999500000001	530328633.2873909
0.42500049999999995	3.9999995000000013	476076355.41966265
1.275	5e-07	20779050045.36231
1.275	0.1000005	20651165892.898155
1.275	0.30000000000000004	19904795757.593315
1.275	0.5	18497299297.677113
1.275	0.7000000000000001	16592843460.98428
1.275	0.9	14407833328.447245
1.275	1.1	12162919351.437647
1.275	1.3	10035861236.775087
1.275	1.5	8138149131.649185
1.275	1.7	6518196534.75178
1.275	1.9	5178677187.71618
1.275	2.0999999999999996	4095562168.773262
1.275	2.3	3232924303.800812
1.275	2.5	2552435790.8908505
1.275	2.7	2018514024.6578908
1.275	2.9000000000000004	1600525057.023098
1.275	3.1000000000000005	1273268917.8072193
1.275	3.3000000000000007	1016600276.4417914
1.275	3.500000000000001	814703137.9308052
1.275	3.700000000000001	655297564.8103102
1.275	3.899999500000001	528909473.2403935
1.275	3.9999995000000013	474788626.3745361
2.125	5e-07	20683090338.60869
2.125	0.1000005	20555677534.441788
2.125	0.30000000000000004	19812121852.51212
2.125	0.5	18410200044.128998
2.125	0.7000000000000001	16513767874.81439
2.125	0.9	14338502785.830824
2.125	1.1	12104025199.654955
2.125	1.3	9987095871.854504
2.125	1.5	8098517751.752218
2.125	1.7	6486389700.150788
2.125	1.9	5153345261.994057
2.125	2.0999999999999996	4075465936.3839517
2.125	2.3	3216997455.161798
2.125	2.5	2539797626.6144514
2.125	2.7	2008456021.0938323
2.125	2.9000000000000004	1592487139.7898233
2.125	3.1000000000000005	1266812937.020137
2.125	3.3000000000000007	1011385741.4970951
2.125	3.500000000000001	810466165.9819973
2.125	3.700000000000001	651833737.695731
2.125	3.899999500000001	526060282.88042593
2.125	3.9999995000000013	472203281.38508886
2.9749999999999996	5e-07	20538014905.368202
2.9749999999999996	0.1000005	20411319556.866447
2.9749999999999996	0.30000000000000004	19672046276.93495
2.9749999999999996	0.5	18278595113.016876
2.9749999999999996	0.7000000000000001	16394332997.480331
2.9749999999999996	0.9	14233822771.771196
2.9749999999999996	1.1	12015123870.688145
2.9749999999999996	1.3	9913492994.695232
2.9749999999999996	1.5	8038703674.772216
2.9749999999999996	1.7	6438385233.890283
2.9749999999999996	1.9	5115112844.597974
2.9749999999999996	2.0999999999999996	4045135066.0134153
2.9749999999999996	2.3	3192959012.064906
2.9749999999999996	2.5	2520722398.3542333
2.9749999999999996	2.7	1993274862.74777
2.9749999999999996	2.9000000000000004	1580354635.2763426
2.9749999999999996	3.1000000000000005	1257067959.0857828
