500.0	115518.0
519.904	113283.0
539.808	111048.0
559.712	108813.0
579.616	106578.0
599.52	104343.0
619.424	102108.0
639.328	99873.3
659.232	97638.4
679.136	95403.4
699.04	93168.5
718.944	90933.6
738.848	88698.6
758.752	86463.7
778.656	84228.8
798.56	81993.9
818.464	79758.9
838.368	77524.0
858.272	75289.1
878.176	73054.2
898.08	70819.2
917.984	68584.3
937.888	66349.4
957.792	64114.5
977.696	61879.5
997.599	59644.6
1017.5	57409.7
1037.41	55296.2
1057.31	53249.8
1077.22	51360.0
1097.12	49561.6
1117.02	47798.4
1136.93	46175.7
1156.83	44674.8
1176.74	43192.8
1196.64	41783.9
1216.54	40486.2
1236.45	39175.2
1256.35	37966.1
1276.26	36844.7
1296.16	35752.9
1316.06	34704.1
1335.97	33715.7
1355.87	32744.3
1375.78	31806.7
1395.68	30925.1
1415.58	30100.7
1435.49	29275.1
1455.39	28490.0
1475.3	27738.8
1495.2	27027.0
1515.1	26317.7
1535.01	25603.4
1554.91	24893.9
1574.81	24244.6
1594.72	23614.4
1614.62	23003.8
1634.53	22423.7
1654.43	21857.9
1674.33	21313.8
1694.24	20788.5
1714.14	20280.9
1734.05	19790.4
1753.95	19312.1
1773.85	18871.2
1793.76	18437.7
1813.66	18013.8
1833.57	17602.7
1853.47	17197.5
1873.37	16816.3
1893.28	16439.9
1913.18	16085.3
1933.09	15736.9
1952.99	15407.2
1972.89	15082.1
1992.8	14766.0
2012.7	14450.1
2032.61	14148.4
2052.51	13852.3
2072.41	13563.8
2092.32	13280.8
2112.22	13005.4
2132.13	12739.3
2152.03	12486.5
2171.93	12237.4
2191.84	11997.2
2211.74	11759.4
2231.65	11532.5
2251.55	11305.9
2271.45	11094.6
2291.36	10883.2
2311.26	10682.9
2331.17	10485.1
2351.07	10293.6
2370.97	10107.2
2390.88	9923.54
2410.78	9748.14
2430.69	9572.75
2450.59	9404.79
2470.49	9237.82
2490.4	16221.2
2510.3	17366.3
2530.21	18520.8
2550.11	19821.0
2570.01	21121.1
2589.92	27881.2
2609.82	27560.9
2629.73	27241.2
2649.63	26939.9
2669.53	26638.6
2689.44	26343.7
2709.34	26055.8
2729.25	25767.9
2749.15	25496.6
2769.05	25227.9
2788.96	24960.5
2808.86	24700.4
2828.77	24440.2
2848.67	24186.7
2868.57	23941.8
2888.48	23696.8
2908.38	23458.9
2928.29	23225.1
2948.19	22991.4
2968.09	22762.6
2988.0	22535.3
3007.9	22243.7
3027.81	21874.0
3047.71	21506.6
3067.61	24449.4
3087.52	24064.0
3107.42	23689.2
3127.33	23314.4
3147.23	22961.0
3167.13	22609.7
3187.04	22258.3
3206.94	21929.8
3226.85	21605.3
3246.75	21280.8
3266.65	20967.0
3286.56	20658.2
3306.46	20349.4
3326.37	20051.9
3346.27	19764.8
3366.17	19477.6
3386.08	19195.5
3405.98	18927.7
3425.89	18659.9
3445.79	18392.1
3465.69	18141.7
3485.6	17892.5
3505.5	17643.2
3525.41	17397.8
3545.31	17156.0
3565.21	17938.6
3585.12	17695.8
3605.02	17470.6
3624.92	17245.5
3644.83	17020.3
3664.73	16804.2
3684.64	16594.5
3704.54	16384.7
3724.45	16174.9
3744.35	15976.8
3764.25	15778.9
3784.16	15581.1
3804.06	15386.6
3823.96	15200.0
3843.87	15013.3
3863.77	15475.6
3883.68	15288.9
3903.58	15110.2
3923.48	14931.4
3943.39	14752.6
3963.29	14579.7
3983.2	14408.5
4003.1	14237.6
4023.0	14068.8
4042.91	13906.2
4062.81	13744.2
4082.72	13582.3
4102.62	13420.3
4122.52	13267.2
4142.43	13114.6
4162.33	12962.1
4182.24	12809.6
4202.14	12667.1
4222.04	12525.6
4241.95	12384.0
4261.85	12242.5
4281.76	12107.3
4301.66	11973.8
4321.56	11840.3
4341.47	11706.8
4361.37	11578.7
4381.28	11453.8
4401.18	11328.9
4421.08	11203.9
4440.99	11082.2
4460.89	10966.2
4480.8	10850.2
4500.7	10734.2
4520.6	10618.2
4540.51	10508.7
4560.41	10399.3
4580.32	10289.9
4600.22	10180.5
4620.12	10074.9
4640.03	9972.27
4659.93	9869.69
4679.84	9767.1
4699.74	9664.78
4719.64	9569.44
4739.55	9474.11
4759.45	9378.76
4779.36	9283.43
4799.26	9190.68
4819.16	9101.58
4839.07	9012.48
4858.97	8923.38
4878.88	8834.27
4898.78	8748.71
4918.68	8664.71
4938.59	8580.71
4958.49	8496.71
4978.4	8412.72
4998.3	8333.18
5018.2	8254.51
5038.11	8175.88
5058.01	8097.25
5077.92	8018.62
5097.82	7943.99
5117.72	7869.38
5137.63	7794.77
5157.53	7720.17
5177.44	7645.66
5197.34	7575.79
5217.24	7505.93
5237.15	7436.06
5257.05	7366.19
5276.96	7296.33
5296.86	7230.78
5316.76	7165.47
5336.67	7100.16
5356.57	7034.86
5376.48	6969.55
5396.38	6907.59
5416.28	6846.62
5436.19	6785.65
5456.09	6724.68
5476.0	6663.71
5495.9	6604.37
5515.8	6547.05
5535.71	6489.73
5555.61	6432.41
5575.52	6375.09
5595.42	6318.06
5615.32	6264.81
5635.23	6211.57
5655.13	6158.33
5675.04	6105.09
5694.94	6051.84
5714.84	6000.85
5734.75	5951.39
5754.65	5901.93
5774.55	5852.47
5794.46	5803.0
5814.36	5753.54
5834.27	5706.2
5854.17	5658.93
5874.07	5611.65
5893.98	5564.38
5913.88	5517.11
5933.79	5470.8
5953.69	5426.83
5973.59	5382.86
5993.5	5338.9
6013.4	5295.27
6033.31	5251.8
6053.21	5209.47
6073.11	5168.46
6093.02	5127.45
6112.92	5086.44
