500,187978
519.904,183966
539.808,179953
559.712,175940
579.616,171928
599.52,167915
619.424,163903
639.328,159890
659.232,155878
679.136,151865
699.04,147853
718.944,143840
738.848,139827
758.752,135815
778.656,131802
798.56,127790
818.464,123777
838.368,119765
858.272,115752
878.176,111740
898.08,107727
917.984,103714
937.888,99701.9
957.792,95689.3
977.696,91676.8
997.599,87664.2
1017.5,83651.7
1037.41,79862.7
1057.31,76246.3
1077.22,72959.1
1097.12,69809.1
1117.02,66796.8
1136.93,64019.8
1156.83,61460.7
1176.74,58979.2
1196.64,56634.7
1216.54,54464.3
1236.45,52313.6
1256.35,50337.5
1276.26,48499
1296.16,46734.7
1316.06,45054.9
1335.97,43471.3
1355.87,41960.5
1375.78,40496.2
1395.68,39118.5
1415.58,37832.6
1435.49,36565.4
1455.39,35363.6
1475.3,34219.1
1495.2,33145.5
1515.1,32094.5
1535.01,31045.3
1554.91,30009.1
1574.81,29073.8
1594.72,28168.8
1614.62,27292.9
1634.53,26465.9
1654.43,25661.8
1674.33,24892.5
1694.24,24152.1
1714.14,23439
1734.05,22758.8
1753.95,22097.9
1773.85,21492.7
1793.76,20899
1813.66,20319.8
1833.57,19761.6
1853.47,19213.4
1873.37,18697.8
1893.28,18189.9
1913.18,17720.2
1933.09,17258.6
1952.99,16820.3
1972.89,16391.9
1992.8,15981.9
2012.7,15572.5
2032.61,15183.3
2052.51,14801.9
2072.41,14430.8
2092.32,14067.3
2112.22,13714.3
2132.13,13376.9
2152.03,13062.3
2171.93,12751.5
2191.84,12449.8
2211.74,12151.8
2231.65,11869.8
2251.55,11588.4
2271.45,11329.2
2291.36,11070
2311.26,10825.4
2331.17,10584
2351.07,10350
2370.97,10121.7
2390.88,9898.46
2410.78,9690.48
2430.69,9482.5
2450.59,9282.69
2470.49,9083.96
2490.4,8894.48
2510.3,8713.46
2530.21,8532.98
2550.11,8360.83
2570.01,8188.68
2589.92,8025.46
2609.82,7868.22
2629.73,7711.27
2649.63,7561.84
2669.53,7412.41
2689.44,7267.81
2709.34,7128.57
2729.25,6989.33
2749.15,6860.3
2769.05,6732.92
2788.96,6606.48
2808.86,6485.47
2828.77,6364.46
2848.67,6247.86
2868.57,6136.99
2888.48,6026.11
2908.38,5919.81
2928.29,5816.28
2948.19,5712.75
2968.09,5612.67
2988,5513.69
3007.9,5415.19
3027.81,5322
3047.71,5229.34
3067.61,5136.69
3087.52,5049.96
3107.42,4963.67
3127.33,4877.39
3147.23,4796.2
3167.13,4715.49
3187.04,4634.77
3206.94,4559.66
3226.85,4485.53
3246.75,4411.4
3266.65,4340.03
3286.56,4269.92
3306.46,4199.81
3326.37,4132.42
3346.27,4067.53
3366.17,4002.64
3386.08,3938.92
3405.98,3878.58
3425.89,3818.24
3445.79,3757.9
3465.69,3701.98
3485.6,3646.34
3505.5,3590.7
3525.41,3536.46
3545.31,3483.48
3565.21,3430.51
3585.12,3378
3605.02,3329.38
3624.92,3280.77
3644.83,3232.15
3664.73,3185.67
3684.64,3140.66
3704.54,3095.66
3724.45,3050.66
3744.35,3008.42
3764.25,2966.27
3784.16,2924.11
3804.06,2882.8
3823.96,2843.42
3843.87,2804.03
3863.77,2764.65
3883.68,2726.99
3903.58,2690.55
3923.48,2654.11
3943.39,2617.67
3963.29,2582.75
3983.2,2548.28
4003.1,2513.89
4023,2479.86
4042.91,2447.58
4062.81,2415.5
4082.72,2383.42
4102.62,2351.34
4122.52,2321.32
4142.43,2291.45
4162.33,2261.59
4182.24,2231.72
4202.14,2203.72
4222.04,2175.91
4241.95,2148.09
4261.85,2120.28
4281.76,2093.94
4301.66,2067.98
4321.56,2042.03
4341.47,2016.08
4361.37,1991.3
4381.28,1967.23
4401.18,1943.17
4421.08,1919.1
4440.99,1895.6
4460.89,1873.13
4480.8,1850.66
4500.7,1828.19
4520.6,1805.71
4540.51,1784.9
4560.41,1764.13
4580.32,1743.35
4600.22,1722.58
4620.12,1702.51
4640.03,1683
4659.93,1663.49
4679.84,1643.98
4699.74,1624.53
4719.64,1606.62
4739.55,1588.72
4759.45,1570.81
4779.36,1552.91
4799.26,1535.48
4819.16,1518.73
4839.07,1501.97
4858.97,1485.22
4878.88,1468.47
4898.78,1452.49
4918.68,1436.87
4938.59,1421.25
4958.49,1405.62
4978.4,1390
4998.3,1374.59
5018.2,1360.12
5038.11,1345.73
5058.01,1331.34
5077.92,1316.95
5097.82,1303.23
5117.72,1289.52
5137.63,1275.81
5157.53,1262.09
5177.44,1248.4
5197.34,1235.68
5217.24,1222.95
5237.15,1210.23
5257.05,1197.5
5276.96,1184.78
5296.86,1172.95
5316.76,1161.18
5336.67,1149.4
5356.57,1137.63
5376.48,1125.85
5396.38,1114.73
5416.28,1103.8
5436.19,1092.87
5456.09,1081.94
5476,1071.01
5495.9,1060.43
5515.8,1050.28
5535.71,1040.13
5555.61,1029.98
5575.52,1019.83
5595.42,1009.72
5615.32,1000.08
5635.23,990.453
5655.13,980.821
5675.04,971.189
5694.94,961.556
5714.84,952.472
5734.75,943.761
5754.65,935.049
5774.55,926.338
5794.46,917.626
5814.36,908.915
5834.27,900.665
5854.17,892.432
5874.07,884.198
5893.98,875.964
5913.88,867.73
5933.79,859.653
5953.69,851.96
5973.59,844.267
5993.5,836.574
6013.4,828.963
6033.31,821.394
6053.21,814.039
6073.11,806.936
6093.02,799.832
6112.92,792.728
6132.83,785.624
6152.73,778.52
6172.63,771.628
6192.54,764.96
6212.44,758.293
6232.35,751.625
6252.25,744.958
6272.15,738.29
6292.06,731.851
6311.96,725.685
