 ****************** Start US v. 1.9 at 07-Dec-12 12:15:18 ******************
 
 output,0,0,0,0,0,0
 energy   5.300 GeV   current 250.0 mA
 sigx     1.070  mm   sigy    0.081 mm   sigx1  0.1433 mr   sigy1  0.0135 mr
 period   2.440  cm   N          40      Kx      0.000      Ky      2.350
 emin     500.0  eV   emax 100000.0 eV   ne       4999
   3704.541   6.231312E+05     0.858   0.000   0.000   0.142
   3724.445   6.609503E+05     0.865   0.000   0.000   0.135
   3744.349   7.007031E+05     0.871   0.000   0.000   0.129
   3764.253   7.420454E+05     0.876   0.000   0.000   0.124
   3784.157   7.857257E+05     0.882   0.000   0.000   0.118
   3804.061   8.315687E+05     0.887   0.000   0.000   0.113
   3823.965   8.796438E+05     0.892   0.000   0.000   0.108
   3843.869   9.300213E+05     0.897   0.000   0.000   0.103
   3863.773   9.828083E+05     0.901   0.000   0.000   0.099
   3883.677   1.038084E+06     0.906   0.000   0.000   0.094
   3903.581   1.095326E+06     0.910   0.000   0.000   0.090
   3923.485   1.155490E+06     0.914   0.000   0.000   0.086
   3943.389   1.218397E+06     0.918   0.000   0.000   0.082
   3963.293   1.284133E+06     0.921   0.000   0.000   0.079
   3983.197   1.352818E+06     0.924   0.000   0.000   0.076
   4003.101   1.424642E+06     0.927   0.000   0.000   0.073
   4023.005   1.499615E+06     0.930   0.000   0.000   0.070
   4042.909   1.576910E+06     0.933   0.000   0.000   0.067
   4062.813   1.657950E+06     0.936   0.000   0.000   0.064
   4082.717   1.743332E+06     0.938   0.000   0.000   0.062
   4102.621   1.833559E+06     0.941   0.000   0.000   0.059
   4122.525   1.927759E+06     0.943   0.000   0.000   0.057
   4142.428   2.024687E+06     0.945   0.000   0.000   0.055
   4162.332   2.124325E+06     0.947   0.000   0.000   0.053
   4182.236   2.226905E+06     0.950   0.000   0.000   0.050
   4202.140   2.334370E+06     0.952   0.000   0.000   0.048
   4222.044   2.446078E+06     0.954   0.000   0.000   0.046
   4241.948   2.561880E+06     0.955   0.000   0.000   0.045
   4261.852   2.682093E+06     0.957   0.000   0.000   0.043
   4281.756   2.806931E+06     0.959   0.000   0.000   0.041
   4301.660   2.936294E+06     0.961   0.000   0.000   0.039
   4321.564   3.069221E+06     0.962   0.000   0.000   0.038
   4341.468   3.207411E+06     0.964   0.000   0.000   0.036
   4361.372   3.350347E+06     0.965   0.000   0.000   0.035
   4381.276   3.498001E+06     0.966   0.000   0.000   0.034
   4401.180   3.650663E+06     0.968   0.000   0.000   0.032
   4421.084   3.808557E+06     0.969   0.000   0.000   0.031
   4440.988   3.971519E+06     0.971   0.000   0.000   0.029
   4460.892   4.138651E+06     0.972   0.000   0.000   0.028
   4480.796   4.312907E+06     0.973   0.000   0.000   0.027
   4500.700   4.494799E+06     0.974   0.000   0.000   0.026
   4520.604   4.683929E+06     0.975   0.000   0.000   0.025
   4540.508   4.879276E+06     0.976   0.000   0.000   0.024
   4560.412   5.080788E+06     0.977   0.000   0.000   0.023
   4580.316   5.288918E+06     0.978   0.000   0.000   0.022
   4600.220   5.503083E+06     0.979   0.000   0.000   0.021
   4620.124   5.719739E+06     0.980   0.000   0.000   0.020
   4640.028   5.941868E+06     0.981   0.000   0.000   0.019
   4659.932   6.169203E+06     0.982   0.000   0.000   0.018
   4679.836   6.402814E+06     0.983   0.000   0.000   0.017
   4699.740   6.642730E+06     0.983   0.000   0.000   0.017
   4719.644   6.888575E+06     0.984   0.000   0.000   0.016
   4739.548   7.140654E+06     0.985   0.000   0.000   0.015
   4759.452   7.397685E+06     0.985   0.000   0.000   0.015
   4779.356   7.664723E+06     0.986   0.000   0.000   0.014
   4799.260   7.941177E+06     0.987   0.000   0.000   0.013
   4819.164   8.226525E+06     0.987   0.000   0.000   0.013
   4839.068   8.518675E+06     0.988   0.000   0.000   0.012
   4858.972   8.815139E+06     0.988   0.000   0.000   0.012
   4878.876   9.114853E+06     0.989   0.000   0.000   0.011
   4898.780   9.415934E+06     0.989   0.000   0.000   0.011
   4918.684   9.723078E+06     0.990   0.000   0.000   0.010
   4938.588   1.003516E+07     0.990   0.000   0.000   0.010
   4958.492   1.035340E+07     0.991   0.000   0.000   0.009
   4978.396   1.068033E+07     0.991   0.000   0.000   0.009
   4998.300   1.101704E+07     0.992   0.000   0.000   0.008
   5018.204   1.136087E+07     0.992   0.000   0.000   0.008
   5038.108   1.170475E+07     0.992   0.000   0.000   0.008
   5058.012   1.204938E+07     0.993   0.000   0.000   0.007
   5077.916   1.239363E+07     0.993   0.000   0.000   0.007
   5097.820   1.274017E+07     0.993   0.000   0.000   0.007
   5117.724   1.309260E+07     0.993   0.000   0.000   0.007
   5137.628   1.345197E+07     0.994   0.000   0.000   0.006
   5157.532   1.381385E+07     0.994   0.000   0.000   0.006
   5177.435   1.416975E+07     0.994   0.000   0.000   0.006
   5197.339   1.452055E+07     0.994   0.000   0.000   0.006
   5217.243   1.486945E+07     0.994   0.000   0.000   0.006
   5237.147   1.522011E+07     0.994   0.000   0.000   0.006
   5257.051   1.556832E+07     0.994   0.000   0.000   0.006
   5276.955   1.590809E+07     0.994   0.000   0.000   0.006
   5296.859   1.623927E+07     0.994   0.000   0.000   0.006
   5316.763   1.656293E+07     0.994   0.000   0.000   0.006
   5336.667   1.687509E+07     0.994   0.000   0.000   0.006
   5356.571   1.717264E+07     0.994   0.000   0.000   0.006
   5376.475   1.745503E+07     0.993   0.000   0.000   0.007
   5396.379   1.771792E+07     0.993   0.000   0.000   0.007
   5416.283   1.795708E+07     0.993   0.000   0.000   0.007
   5436.187   1.817188E+07     0.992   0.000   0.000   0.008
   5456.091   1.835897E+07     0.991   0.000   0.000   0.009
   5475.995   1.850868E+07     0.990   0.000   0.000   0.010
   5495.899   1.861689E+07     0.989   0.000   0.000   0.011
   5515.803   1.868251E+07     0.988   0.000   0.000   0.012
   5535.707   1.869101E+07     0.986   0.000   0.000   0.014
   5555.611   1.862573E+07     0.984   0.000   0.000   0.016
   5575.515   1.848460E+07     0.982   0.000   0.000   0.018
   5595.419   1.826094E+07     0.979   0.000   0.000   0.021
   5615.323   1.792475E+07     0.977   0.000   0.000   0.023
   5635.227   1.745802E+07     0.973   0.000   0.000   0.027
   5655.131   1.686418E+07     0.970   0.000   0.000   0.030
   5675.035   1.610399E+07     0.966   0.000   0.000   0.034
   5694.939   1.509575E+07     0.961   0.000   0.000   0.039
   5714.843   1.381907E+07     0.956   0.000   0.000   0.044
   5734.747   1.231630E+07     0.950   0.000   0.000   0.050
   5754.651   1.054220E+07     0.944   0.000   0.000   0.056
   5774.555   8.405669E+06     0.940   0.000   0.000   0.060
   5794.459   6.092895E+06     0.938   0.000   0.000   0.062
   5814.363   4.153580E+06     0.941   0.000   0.000   0.059
   5834.267   3.047104E+06     0.948   0.000   0.000   0.052
   5854.171   2.696350E+06     0.952   0.000   0.000   0.048
   5874.075   2.664378E+06     0.953   0.000   0.000   0.047
   5893.979   2.649889E+06     0.955   0.000   0.000   0.045
   5913.883   2.634317E+06     0.956   0.000   0.000   0.044
   5933.787   2.662144E+06     0.957   0.000   0.000   0.043
   5953.691   2.708015E+06     0.958   0.000   0.000   0.042
   5973.595   2.748576E+06     0.959   0.000   0.000   0.041
   5993.499   2.798314E+06     0.960   0.000   0.000   0.040
   6013.403   2.862276E+06     0.961   0.000   0.000   0.039
   6033.307   2.926394E+06     0.962   0.000   0.000   0.038
   6053.211   2.990430E+06     0.964   0.000   0.000   0.036
   6073.115   3.063000E+06     0.965   0.000   0.000   0.035
   6093.019   3.139258E+06     0.966   0.000   0.000   0.034
   6112.923   3.215089E+06     0.967   0.000   0.000   0.033
   6132.827   3.295700E+06     0.968   0.000   0.000   0.032
   6152.731   3.383805E+06     0.968   0.000   0.000   0.032
   6172.635   3.473823E+06     0.969   0.000   0.000   0.031
   6192.539   3.563656E+06     0.970   0.000   0.000   0.030
   6212.442   3.656185E+06     0.971   0.000   0.000   0.029
   6232.346   3.749872E+06     0.972   0.000   0.000   0.028
   6252.250   3.844672E+06     0.973   0.000   0.000   0.027
   6272.154   3.943202E+06     0.974   0.000   0.000   0.026
   6292.058   4.046745E+06     0.974   0.000   0.000   0.026
   6311.962   4.152496E+06     0.975   0.000   0.000   0.025
   6331.866   4.259511E+06     0.976   0.000   0.000   0.024
   6351.770   4.368287E+06     0.977   0.000   0.000   0.023
   6371.674   4.478706E+06     0.977   0.000   0.000   0.023
   6391.578   4.588915E+06     0.978   0.000   0.000   0.022
   6411.482   4.701250E+06     0.979   0.000   0.000   0.021
   6431.386   4.814977E+06     0.979   0.000   0.000   0.021
   6451.290   4.930035E+06     0.980   0.000   0.000   0.020
   6471.194   5.046430E+06     0.980   0.000   0.000   0.020
   6491.098   5.164141E+06     0.981   0.000   0.000   0.019
   6511.002   5.283110E+06     0.982   0.000   0.000   0.018
   6530.906   5.401968E+06     0.982   0.000   0.000   0.018
   6550.810   5.522672E+06     0.983   0.000   0.000   0.017
   6570.714   5.644413E+06     0.983   0.000   0.000   0.017
   6590.618   5.767200E+06     0.984   0.000   0.000   0.016
   6610.522   5.891011E+06     0.984   0.000   0.000   0.016
   6630.426   6.015779E+06     0.984   0.000   0.000   0.016
   6650.330   6.141495E+06     0.985   0.000   0.000   0.015
   6670.234   6.266744E+06     0.985   0.000   0.000   0.015
   6690.138   6.393286E+06     0.986   0.000   0.000   0.014
   6710.042   6.520522E+06     0.986   0.000   0.000   0.014
   6729.946   6.649660E+06     0.986   0.000   0.000   0.014
   6749.850   6.781959E+06     0.986   0.000   0.000   0.014
   6769.754   6.916676E+06     0.986   0.000   0.000   0.014
   6789.658   7.051029E+06     0.986   0.000   0.000   0.014
   6809.562   7.181719E+06     0.987   0.000   0.000   0.013
   6829.466   7.311726E+06     0.987   0.000   0.000   0.013
   6849.370   7.442760E+06     0.987   0.000   0.000   0.013
   6869.274   7.575351E+06     0.988   0.000   0.000   0.012
   6889.178   7.707595E+06     0.988   0.000   0.000   0.012
   6909.082   7.837580E+06     0.988   0.000   0.000   0.012
   6928.986   7.965160E+06     0.988   0.000   0.000   0.012
   6948.890   8.089958E+06     0.989   0.000   0.000   0.011
   6968.794   8.214407E+06     0.989   0.000   0.000   0.011
   6988.698   8.338103E+06     0.989   0.000   0.000   0.011
   7008.602   8.461153E+06     0.989   0.000   0.000   0.011
   7028.506   8.583206E+06     0.989   0.000   0.000   0.011
   7048.410   8.703403E+06     0.989   0.000   0.000   0.011
   7068.314   8.821129E+06     0.990   0.000   0.000   0.010
   7088.218   8.935161E+06     0.990   0.000   0.000   0.010
   7108.122   9.047038E+06     0.990   0.000   0.000   0.010
   7128.026   9.156145E+06     0.990   0.000   0.000   0.010
   7147.930   9.263145E+06     0.990   0.000   0.000   0.010
   7167.834   9.369025E+06     0.990   0.000   0.000   0.010
   7187.738   9.473554E+06     0.990   0.000   0.000   0.010
   7207.642   9.575236E+06     0.990   0.000   0.000   0.010
   7227.546   9.673215E+06     0.990   0.000   0.000   0.010
   7247.449   9.766302E+06     0.990   0.000   0.000   0.010
   7267.353   9.857163E+06     0.990   0.000   0.000   0.010
   7287.257   9.943383E+06     0.990   0.000   0.000   0.010
   7307.161   1.002345E+07     0.990   0.000   0.000   0.010
   7327.065   1.009727E+07     0.990   0.000   0.000   0.010
   7346.969   1.016549E+07     0.990   0.000   0.000   0.010
   7366.873   1.022817E+07     0.990   0.000   0.000   0.010
   7386.777   1.028334E+07     0.990   0.000   0.000   0.010
   7406.681   1.033277E+07     0.989   0.000   0.000   0.011
   7426.585   1.037580E+07     0.989   0.000   0.000   0.011
   7446.489   1.041293E+07     0.989   0.000   0.000   0.011
   7466.393   1.044453E+07     0.989   0.000   0.000   0.011
   7486.297   1.047041E+07     0.989   0.000   0.000   0.011
   7506.201   1.048970E+07     0.988   0.000   0.000   0.012
   7526.105   1.050023E+07     0.988   0.000   0.000   0.012
   7546.009   1.050282E+07     0.988   0.000   0.000   0.012
   7565.913   1.049635E+07     0.987   0.000   0.000   0.013
   7585.817   1.048063E+07     0.987   0.000   0.000   0.013
   7605.721   1.045579E+07     0.987   0.000   0.000   0.013
   7625.625   1.042204E+07     0.986   0.000   0.000   0.014
   7645.529   1.037945E+07     0.986   0.000   0.000   0.014
   7665.433   1.032726E+07     0.985   0.000   0.000   0.015
   7685.337   1.026685E+07     0.985   0.000   0.000   0.015
   7705.241   1.019769E+07     0.984   0.000   0.000   0.016
   7725.145   1.011913E+07     0.983   0.000   0.000   0.017
   7745.049   1.003045E+07     0.982   0.000   0.000   0.018
   7764.953   9.931414E+06     0.982   0.000   0.000   0.018
   7784.857   9.822171E+06     0.981   0.000   0.000   0.019
   7804.761   9.702293E+06     0.980   0.000   0.000   0.020
   7824.665   9.573363E+06     0.979   0.000   0.000   0.021
   7844.569   9.435545E+06     0.978   0.000   0.000   0.022
   7864.473   9.288971E+06     0.976   0.000   0.000   0.024
   7884.377   9.133548E+06     0.975   0.000   0.000   0.025
   7904.281   8.969500E+06     0.974   0.000   0.000   0.026
   7924.185   8.797726E+06     0.972   0.000   0.000   0.028
   7944.089   8.618187E+06     0.970   0.000   0.000   0.030
   7963.993   8.433405E+06     0.968   0.000   0.000   0.032
   7983.897   8.243148E+06     0.966   0.000   0.000   0.034
   8003.801   8.047918E+06     0.964   0.000   0.000   0.036
   8023.705   7.849386E+06     0.962   0.000   0.000   0.038
   8043.609   7.649923E+06     0.960   0.000   0.000   0.040
   8063.513   7.451543E+06     0.957   0.000   0.000   0.043
   8083.417   7.256213E+06     0.954   0.000   0.000   0.046
   8103.321   7.060620E+06     0.952   0.000   0.000   0.048
   8123.225   6.876456E+06     0.949   0.000   0.000   0.051
   8143.129   6.705661E+06     0.946   0.000   0.000   0.054
   8163.033   6.549852E+06     0.943   0.000   0.000   0.057
   8182.937   6.405553E+06     0.940   0.000   0.000   0.060
   8202.841   6.266804E+06     0.937   0.000   0.000   0.063
   8222.745   6.169364E+06     0.935   0.000   0.000   0.065
   8242.649   6.124155E+06     0.933   0.000   0.000   0.067
   8262.553   6.104830E+06     0.931   0.000   0.000   0.069
   8282.456   6.135463E+06     0.931   0.000   0.000   0.069
   8302.360   6.256997E+06     0.931   0.000   0.000   0.069
   8322.264   6.436504E+06     0.932   0.000   0.000   0.068
   8342.168   6.650839E+06     0.934   0.000   0.000   0.066
   8362.072   6.974765E+06     0.937   0.000   0.000   0.063
   8381.976   7.438992E+06     0.941   0.000   0.000   0.059
   8401.880   7.986948E+06     0.946   0.000   0.000   0.054
   8421.784   8.662225E+06     0.951   0.000   0.000   0.049
   8441.688   9.570794E+06     0.956   0.000   0.000   0.044
   8461.592   1.066677E+07     0.962   0.000   0.000   0.038
   8481.496   1.190538E+07     0.967   0.000   0.000   0.033
   8501.400   1.346007E+07     0.972   0.000   0.000   0.028
   8521.304   1.540116E+07     0.977   0.000   0.000   0.023
   8541.208   1.755431E+07     0.981   0.000   0.000   0.019
   8561.112   2.003896E+07     0.985   0.000   0.000   0.015
   8581.016   2.320585E+07     0.988   0.000   0.000   0.012
   8600.920   2.677585E+07     0.991   0.000   0.000   0.009
   8620.824   3.033296E+07     0.993   0.000   0.000   0.007
   8640.728   3.478615E+07     0.995   0.000   0.000   0.005
   8660.632   4.086089E+07     0.997   0.000   0.000   0.003
   8680.536   4.540965E+07     0.997   0.000   0.000   0.003
   8700.440   4.266564E+07     0.998   0.000   0.000   0.002
   8720.344   3.142249E+07     0.997   0.000   0.000   0.003
   8740.248   1.811968E+07     0.995   0.000   0.000   0.005
   8760.152   1.012361E+07     0.991   0.000   0.000   0.009
   8780.056   8.272680E+06     0.990   0.000   0.000   0.010
   8799.960   8.486995E+06     0.990   0.000   0.000   0.010
   8819.864   8.144907E+06     0.990   0.000   0.000   0.010
   8839.768   7.694552E+06     0.989   0.000   0.000   0.011
   8859.672   7.733653E+06     0.989   0.000   0.000   0.011
   8879.576   7.808786E+06     0.989   0.000   0.000   0.011
   8899.480   7.680128E+06     0.989   0.000   0.000   0.011
   8919.384   7.648867E+06     0.989   0.000   0.000   0.011
   8939.288   7.747443E+06     0.989   0.000   0.000   0.011
   8959.192   7.758421E+06     0.989   0.000   0.000   0.011
   8979.096   7.727515E+06     0.989   0.000   0.000   0.011
   8999.000   7.786762E+06     0.989   0.000   0.000   0.011
   9018.904   7.851754E+06     0.989   0.000   0.000   0.011
   9038.808   7.854532E+06     0.989   0.000   0.000   0.011
   9058.712   7.879568E+06     0.989   0.000   0.000   0.011
   9078.616   7.945353E+06     0.989   0.000   0.000   0.011
   9098.520   7.975960E+06     0.989   0.000   0.000   0.011
   9118.424   7.985680E+06     0.988   0.000   0.000   0.012
   9138.328   8.030475E+06     0.988   0.000   0.000   0.012
   9158.232   8.075834E+06     0.988   0.000   0.000   0.012
   9178.136   8.089424E+06     0.988   0.000   0.000   0.012
   9198.040   8.109407E+06     0.988   0.000   0.000   0.012
   9217.944   8.147000E+06     0.988   0.000   0.000   0.012
   9237.848   8.164308E+06     0.988   0.000   0.000   0.012
   9257.752   8.164982E+06     0.988   0.000   0.000   0.012
   9277.656   8.181803E+06     0.988   0.000   0.000   0.012
   9297.560   8.202262E+06     0.988   0.000   0.000   0.012
   9317.463   8.220639E+06     0.987   0.000   0.000   0.013
