10.0,0,5e-10,0.2500000005,0.7499999995,0.9999999995,1.0
0,0,0,0,0,0,0
5e-10,0,2.2395572644386885e+27,8.903886073161535e+18,8.477531585109054e+18,2.0295772715090573e+27,0
0.1250000005,0,4.4787551212210284e+18,17806337807.828796,16953657049.67928,4.0588096590247967e+18,0
0.3749999995,0,4.475877365662413e+18,17794852824.83078,16942398552.719824,4.0560482320653706e+18,0
0.4999999995,0,2.2366777877502997e+27,8.89239436944782e+18,8.466266612853118e+18,2.026814301195677e+27,0
0.5,0,0,0,0,0,0

100.0,0,5e-10,0.2500000005,0.7499999995,0.9999999995,1.0
0,0,0,0,0,0,0
5e-10,0,2.510178765319153e+26,9.96660328569011e+17,9.39317389357857e+17,2.230388860130465e+26,0
0.1250000005,0,5.0198374257535674e+17,1993113776.906998,1878437162.7824812,4.460303279139455e+17,0
0.3749999995,0,5.015674063308194e+17,1991457697.5627942,1876855309.3841636,4.4565055190094957e+17,0
0.4999999995,0,2.5060136633844933e+26,9.95003573701915e+17,9.377349058266985e+17,2.226589636576299e+26,0
0.5,0,0,0,0,0,0
