110.0,0,5e-10,0.1000000005,0.30000000000000004,0.5,0.7000000000000001,0.8999999995000001,0.9999999995000001,1.0
0,0,0,0,0,0,0,0,0,0
5e-10,0,3.6605936820080313e+25,3.6562346320995226e+17,3.6215433686628205e+17,3.553130830361245e+17,3.452942720733882e+17,3.3238888140576915e+17,3.2496957227769373e+25,0
0.0500000005,0,1.8302664899276563e+17,1828086991.8865755,1810741573.998306,1776535738.2557952,1726442340.9942508,1661916252.5983036,1.6248202167736362e+17,0
0.15000000000000002,0,1.830023571087394e+17,1827844298.0759273,1810500613.8439891,1776298259.1604557,1726210072.3355398,1661690908.3196893,1.6245989470123254e+17,0
0.25,0,1.829537632025446e+17,1827358789.1929023,1810018583.9260771,1775823185.5197942,1725745437.744891,1661240126.8421245,1.624156328383342e+17,0
0.35000000000000003,0,1.828808407661893e+17,1826630212.9668388,1809295225.5750313,1775110279.637762,1725048194.217286,1660563668.4088178,1.623492112984516e+17,0
0.4499999995,0,1.827835516559989e+17,1825658192.000188,1808330173.138171,1774159164.31786,1724118000.8620946,1659661223.8631058,1.6226060071951248e+17,0
0.4999999995,0,3.6545150427102334e+25,3.650161439236152e+17,3.6155136646431155e+17,3.547188243332237e+17,3.44713076473292e+17,3.318250184911098e+17,3.2441591954160086e+25,0
0.5,0,0,0,0,0,0,0,0,0
