10.0,0,5e-10,0.16666666716666664,0.5,0.8333333328333332,0.9999999995,1.0
0,0,0,0,0,0,0,0
5e-10,0,9.966587677477252e+26,2.9898697058170737e+18,2.98901654010984e+18,2.987308511904975e+18,9.953776071934543e+26,0
0.08333333383333333,0,5.963785724607178e+18,17890718275.558483,17885604508.06912,17875366438.495773,5.956106417147403e+18,0
0.25,0,5.835511032106391e+18,17505899470.040047,17500828132.79842,17490675217.99056,5.827895605373191e+18,0
0.41666666616666664,0,5.584953796996618e+18,16754239505.037954,16749260834.289696,16739293819.762665,5.577477837204234e+18,0
0.49999999949999996,0,9.02936719097696e+26,2.7087079194879114e+18,2.707889625785419e+18,2.706251445764168e+18,9.017079660987234e+26,0
0.5,0,0,0,0,0,0,0

100.0,0,5e-10,0.16666666716666664,0.5,0.8333333328333332,0.9999999995,1.0
0,0,0,0,0,0,0,0
5e-10,0,1.2103936234163583e+25,3.6307014946554e+16,3.626866458974642e+16,3.619196291763429e+16,1.204640966504037e+25,0
0.08333333383333333,0,7.202735659935219e+16,216053474.85946688,215824705.24794602,215367160.1156767,7.168419743352654e+16,0
0.25,0,6.7408464243559336e+16,202198111.52136877,201979857.21520874,201543357.1519384,6.708109018664233e+16,0
0.41666666616666664,0,5.894579901731697e+16,176812639.01141173,176614576.51242694,176218491.3410965,5.864873700930599e+16,0
0.49999999949999996,0,8.948680586934443e+24,2.6842189947003636e+16,2.6811376762272268e+16,2.6749759148507532e+16,8.90246789341878e+24,0
0.5,0,0,0,0,0,0,0
