10.0,0,0.1,0.30000000000000004,0.5,0.7000000000000001,0.9,1.0
0,0,0,0,0,0,0,0
0.05,0,17932850611.527313,17793329926.122955,17516484684.40707,17106946673.213034,16572154579.449715,0
0.15000000000000002,0,17931008748.797386,17791493354.269867,17514659195.57385,17105138632.39492,16570371455.838324,0
0.25,0,17927323518.12964,17787818817.2133,17511006732.911953,17101521260.452774,16566803945.217337,0
0.35000000000000003,0,17921792249.88155,17782303544.359413,17505524749.045773,17096091912.617943,16561449413.060562,0
0.45,0,17914410727.30184,17774943468.61707,17498209000.111134,17088846616.415733,16554304155.042814,0
0.5,0,0,0,0,0,0,0

100.0,0,0.1,0.30000000000000004,0.5,0.7000000000000001,0.9,1.0
0,0,0,0,0,0,0,0
0.05,0,217610599.7749397,212482728.8267602,202540833.8697194,188391898.27693814,170892391.9480103,0
0.15000000000000002,0,217527832.89749718,212401339.80140772,202462165.51911634,188317216.32959524,170822834.9827226,0
0.25,0,217362296.35725117,212238560.59735146,202304830.78057507,188167855.47410655,170683726.2991369,0
0.35000000000000003,0,217113989.18243605,211994393.69658533,202068832.69695562,187943822.37721992,170475075.16874912,0
0.45,0,216782908.3466663,211668833.64446583,201754170.98065692,187645129.80819112,170196902.61876106,0
0.5,0,0,0,0,0,0,0
