100.0,0,0.1,0.30000000000000004,0.5,0.7000000000000001,0.9,1.0
0,0,0,0,0,0,0,0
0.05,0,2010646822.008574,1991575614.1721885,1953965848.8906944,1898886167.9590275,1827934868.9075537,0
0.15000000000000002,0,2010380013.0570683,1991310708.2774773,1953704764.42998,1898630803.9576633,1827687108.3149352,0
0.25,0,2009846241.7720058,1990780755.923533,1953182448.8982406,1898119949.8844776,1827191465.9647942,0
0.35000000000000003,0,2009045240.068389,1989985482.3806677,1952398650.4483643,1897353347.7822566,1826447687.52763,0
0.45,0,2007976583.0222893,1988924475.2635067,1951352944.180395,1896330612.9474857,1825455423.3778396,0
0.5,0,0,0,0,0,0,0

10.0,0,0.1,0.30000000000000004,0.5,0.7000000000000001,0.9,1.0
0,0,0,0,0,0,0,0
0.05,0,2488389.1909915935,2401072.668690253,2234534.1973680076,2003976.392190455,1729809.8542718245,0
0.15000000000000002,0,2486947.2015976575,2399669.5090924418,2233206.4652243424,2002756.1142486278,1728722.5162673467,0
0.25,0,2484063.9821335897,2396863.9514475106,2230551.7353322445,2000316.3490132964,1726548.560786694,0
0.35000000000000003,0,2479741.0220101224,2392657.5186143913,2226571.5318076587,1996658.5676541904,1723289.4717669317,0
0.45,0,2473980.5456231977,2387052.4266536566,2221268.113792013,1991785.0228347173,1718947.4521441455,0
0.5,0,0,0,0,0,0,0
